date,symbol,exchange,play_type,entry_condition,exit_condition,result_pct,result_label,notes,raw_text
2023-07-21,OKX,,상장분석,,,,,,✅ 퓨저니스트 OKX 이벤트 당첨자 발표되었다고 합니다. 확인은 아래 링크에서! 이벤트 당첨 확인: https://docs.google.com/spreadsheets/d/1Ip5OpEED9b3ogZXjeq1-d22cYNjqWkZQNzaghYxhbrU/htmlview 보상 클레임 사이트: okx.fusionist.io 또한 이벤트에 참가한 모든 유저에게 최소
2023-07-21,USDC,,에드작,,,,,,🏆 Layer3 2주년 퀘스트 : 3번째 1. zkSync체인에 0.001ETH 보유 2. 매버릭에서 ETH-USDC 스왑 3. 폴리곤zkEVM체인에 0.001ETH 보유 4. QuickSwap에서 스왑 (폴리곤zkEVM체인) 이거 완전 에드작이잖아..? ➡️ 클릭
2023-07-22,,,에드작,,,,,,"🌱 < 오버네트워크 에어드랍(?) 신청 > *김치플젝 *간단히 이메일과 닉네임만 입력 슈퍼블록 에서 김재윤대표가 이타노스 라는 자체기술 로 준비중인 오버네트워크 메인넷 *국내증권 sto 쪽으로 방향잡는가 싶더니 메인넷도 동시에 준비중 아마 메인넷 이후 코인출시 예정, 티커는 오버 / 오버네트워크 / 오버프로토콜 중 예정? 트위터 ㅣ 에어드랍 등록하기"
2023-07-22,ARKHAM,,에드작,,,,,,"🔥 ARKHAM - 2차 에어드랍? ✍️ ARKHAM이란? - 전 세계 블록체인 활동을 추적, 시각화 해주는 온체인 분석 툴. 💎 ARKHAM 써야하는 이유?? 1. 무료 . (프라이빗 베타 진행 중이라서) 2. 강력한 기능들 3. 꿀통 찾기 가능 4. 2차 에어드랍?! (1차때 1계정당 15만원 이상씩 먹여줌) 📌 ARKHAM 무료 사용 방법 ➡️ ARK"
2023-07-22,LP,,에드작,,,,,,👀 zksync 에어드랍 부계정 세팅하는 방법 ☄️ zksync는 지난번에 언급한것 처럼 탈중앙화 를 언급 Nomis 트윗을 리트윗 함으로써 우리에게 힌트 를 주었다고 생각함. 그렇다고 이것이 정답이 아닙니다 .( 지난내용링크 ) 📌 위 사진에서 위쪽은 내똘똘이 지갑. 아래쪽은 이번에 새로 만든 지갑임. 🛠 일단 지갑실험 후기. ✅ 먼저 Nomis는 볼륨이
2023-07-22,OG,,에드작,,,,,,"🏦 디뱅크 토큰의 TGE 시기와 파밍 방법 ➡️ 스레드 보러가기: 클릭 *좋아요와 RT는 사랑입니다. 헿. OG 대상으로 뱃지를 나눠주고 있어 코린이는 서러워서 살겠나 싶은 DEBANK 에드작. 과연 기회를 주지 않는 것일까란 생각으로 써보았습니다. 전 리스크 수반하고 매일 글 쓰고 리워드 풀 지정을 하고 있긴 한데, 실패하면 돈만 날리는 작업이라 참고!"
2023-07-22,AARK,,에드작,,,,,,"[각종 에드작 중간점검 - 천년에 프로젝트(19)] https://blog.naver.com/mp2015/223163276910 제타체인, 디메일, 이더메일, zksync, AARK 등 제가 작성했던 다양한 에드작 글들에 대한 중간점검입니다!"
2023-07-22,NFT,,에드작,,,,,,"🔥 아캄에서 포모가 온다면? 다음으로 할만한 먹거리 추천 📌 NFPrompt - Ai NFT 창작 플렛폼.  얼마전 시드라운드에서 $60M 모금. 투자자는 알려지지 않음. 📌 코인같이투자님 도 얼마전 이 프로젝트를 언급( 링크 ) 🛠 대놓고 에어드랍을 암시 - 이벤트 ( OAT , 디스코드 이벤트) - 지갑 활동 (크레딧 시스템등) - 상호 작용 및 가시성"
2023-07-23,NAODA,Bithumb,기타,,,,,,"🪓 나만의 1계정 채굴기 - NAODA 편 ➢ 리스크 : 📉 ➢ 귀차니즘 : 📈 ➢ 기댓값 : 📉 NAODA는 폴리곤 체인 위에서 구동되는 게임파이 플랫폼 지망생입니다. 게임도 개발하고 있다고 해요. 언제 나올진 몰?루 챗굴, 퀴즈 등 여러 가지 미션을 클리어해서 POP를 모을 수 있으며, 이는 나중에 플랫폼에 대한 기여로 인정된다 고 말합니다. 모체인 F"
2023-07-23,ELXR,,에드작,,,,,,🔎 Elixir Protocol 트랜잭션 기록 남기고 발행 확실한 ELXR 토큰 에어드랍을 노려보자 최근 에어드랍 시장 경쟁이 치열해졌기 때문에 혼자 조용히 다계정 준비하면서 지냈는데요 돈 될만한 거 여러가지 찾고 팔로업 하다가 아직 국내에서는 알려지지 않은 Elixir Protocol을 발견해서 테스트넷 가이드를 작성해 봤습니다. 투자금은 2.1M으로 높
2023-07-23,TS,,에드작,,,,,,"🔥 TraitSniper 밈코인 에어드랍 받기 ✅ TraitSniper는 기존 NFT분야에서 편의기능 툴을 제공한 프로젝트 (본인들 피셜 사용자 10만명) 이 프로젝트는 2.0버전을 출시 트위터 영향력을 바탕으로 고품질 프로젝트, 커뮤니티를 연결하고 효과적인 소셜금융 네트워크를 구축하고 의미있는 댑을 제공하는 것을 목표로 한다고 함. ✅ 에어드랍기준은 트워"
2023-07-23,OKX,Upbit,에드작,,,,,,"🔥 Layerzero 부계정 세팅 최종정리 및 요약본. 📌 볼륨작업 소모비용 : 8200불 기준, 사용된 가스비포함 $7 다중체인작업 소모비용 : 17체인 기준, 가스비 포함 6.5 메틱 원화기준 총 15000원에서 20000원정도 소모예상 ‼️ 제가 계속해서 팁으로 올리는 자료들은 FM형식의 작업이 아니며 순전 가성비만을 고려한 셋팅 입니다. 현재 Lay"
2023-07-23,TS,,에드작,,,,,,👀 $TS 에어드랍 구글폼 제출도 필요 하다고 하네요 ! ❤️ 추천인 쓰는곳에 @LEEHEESANG1 써주시면 감사하고 @black_cat_crypto 킬베로스 대장님이 구글폼 정보 주셔서 블랙켓님 주셔도 감사합니다 ! ‼️ 텔레그램 입장도 해야한다고 합니다 ! 📌 구글폼링크 📌 텔레그램링크
2023-07-23,NFT,,에드작,,,,,,📕 TraitSniper 밈코인 에어드랍 🔎 TraitSniper 는 NFT 사이드에서 저평가된 NFT를 찾게 도와주는 NFT 분석툴입니다. 해당프로젝트에서 밈코인 에어드랍을 진행합니다. 트위터 팔로워수와 영향력에에 따라 분배가 된다고 하네요. 🗓 에어드랍 클레임 : 8/1일 ✔️ 토큰심볼 : $TS (BNB Chain) 🖼참가자격 : 트위터 사용자(트위터
2023-07-23,AM,,에드작,,,,,,📌 zksync에서 직접 샤라웃한 레이싱게임 민팅정보 공개 ✅ Moody Mights - 민팅일자 : 7월 25일 09 : 00 AM EST ( KST PM 11 : 00 ) - 가격 : 0.025ETH - 캡 : 5000EA - 프리세일 판매 : 1000+ - Gen 홀더 에드물량 : 777EA ✅ 홀더혜택 - 향후 토큰 에어드랍 엑세스 가능. - 마켓플
2023-07-23,RADPIE,,에드작,,,,,,"🔎 라디언트 X RADPIE 참가 기록 (홍보아님) 최근 라디언트가 공격적인 한국 마케팅을 시작하면서 자주 보였는데, 이번에 RADPIE도 런칭 예정이라고 해서 한번 참가 해보고 기록으로 남깁니다. 제가 DLP RUSH(RDNT LP 스테이킹 후 RADPIE 토큰 할당)에 참가하는 이유는 다음과 같습니다. - RADPIE의 RDP 토큰을 에어드랍 받고 ID"
2023-07-24,TABI,Binance,에드작,,,,,,"✅ TABI 늦었나요? 🍌 지금이라도 해야하는 이유 1,000만 달러 자금 조달 바이낸스 랩스 지원 등 각종 VC 참여 얼리어답터에게 에어드랍한다고 발표 🟢 참여 방법(23.07.24 기준) 1. 공식 홈페이지 에서 미션 진행 2. 갤럭시 미션 진행 - Tabi The Voyagers - The port - Tabi The Voyagers II- The M"
2023-07-24,,,에드작,,,,,,절대 에어드랍을 놓치지마 https://blog.naver.com/cnkxkxxj1/223164765405
2023-07-25,RBX,,에드작,,,,,,🐇 ' Rabbit X' 에어드랍 이벤트 안내 · 스타크넷 기반 DEX 'Rabbit X' · 총 $19.5M 규모의 투자 유치했음 · 대놓고 에어드랍 예고( $RBX 에드 확정) 미디움에 대놓고 트랜잭션 찍으면 에어드랍 준다고 하고 있어서 너무 큰 금액이 아닌 적당한 금액으로 스타크넷 트잭도 찍을 겸 작업하려고 합니다. ❓ 에어드랍 이벤트 어떻게 참여하누
2023-07-25,USDC,,에드작,,,,,,🟪 PolygonZkEVM + ZkSync 꼴라보 - Layer3 숙제 🪙 🔥 안 그래도 요즘 zkEVM 나오고 에드 있냐 없냐 논란이 많아서 찍먹삼아 할거 찾아보고 있었는데 딱 이런게 올라왔네용 🔥 Layer3도 에드 얘기 있으니까 zkSync + PolygonZkEVM + Layer3 = 3신기 인데 안하면 직무유기라능 꼭 합시다!!!!!!! 🔥 숙제명
2023-07-25,BNB,Binance,기타,,,,,,"🪙 QuestN, QuesterSeekers on Linea Mainnet 🪙 🔥 마지막 4️⃣ 부터 내용이 빡세니까 긴호흡으로 따라오세요 성님들 🤯 Linea 메인넷 느려서 숙제 해도  3-4 분정도 여유 가지면서 verify 하십셔 🔥 0.06 ETH 정도 면 충분히 숙제 다깨고 linea에 돈 남겨둘수 있슴! 🔥 숙제 순서는 극한의 효율을 위해 제가 "
2023-07-25,AD,,에드작,,,,,,"📌 RabbitX  2차 에어드랍 이벤트 📌 제가 예전에 소개드린 적이 있는 RabbitX에서 2차 에어드랍 이벤트를 진행 중입니다. 스타크넷이 최근 0.12 업데이트 배포로 쓸만해졌는데 에어드랍 대비 트랜젝션 남기는 김에 참여해보면 좋을 것 같네요. 🔎 이벤트 참여 방법 👉RabbitX 사이트 접속 👉거래량, 포지션 기간, 예치금을 고려해서 8월15일까지"
2023-07-26,,,에드작,,,,,,0️⃣ layer zero ( 레이어제로 ) 코게코 에어드랍 작업 코게코에서 레이어제로 에어드랍 가이드가 나왔습니다. 저도 가이드 따라하면서 쉽게 참여방법을 적어놨는데 군데군데 오류가 많네요.. 이제 곧 나올거 같은데..마지막 막차 타면 좋을듯 합니다. 📌참여방법 1. 디스코드 입장 > 링크 2. arb체인 > 체인 아무거나 스왑 > 링크 3. 유동성 풀 
2023-07-26,,,에드작,,,,,,💎 (420코인 바로줌)$19.9M 투자받은 수프라 오라클 에어드랍 받기 얼마전 아캄 코인이 달달하게 먹여주면서 에어드랍 받을만한 것들을 물색중입니다. 수프라 오라클(Supra Oracles) 이라는 프로젝트를 찾았는데요. 총 7번의 시드라운드를 거쳐 $19.9M 이나 투자를 받았더라구요. 2018년부터 시작한 프로젝트이고 팀원들 모두 독싱이 되어 있는 상
2023-07-26,IDRISS,,에드작,,,,,,"🔥 Idriss 등록하기 ✍️ Idriss란? - 지갑 주소 없이 SNS로 편하게 코인 전송할 수 있는 플랫폼 - IDriss 토큰 에드 예정 (등록한 사람만 받을 수 있음) ※ 등록 하는 법 1. 등록 링크 접속 2. 트위터, 지갑 주소 입력 3. 태그, 체인 지정 후 민트 ($10) ➡️ 등록하기 ps. 전 트잭 찍을 겸 Linea 체인으로 함 #IDR"
2023-07-26,WEMIX,,에드작,,,,,,"⚡️ 위믹스 신규 디파이 'Kurrency' 웰컴 이벤트 위믹스 3.0 메인넷 기반 신규 디파이서비스 'Kurrency' 웰컴 에어드랍 이벤트입니다. 인당 15WEMIX 상당의 에어드랍이고, 선착순이지만 1000명이나 주니 당첨확률 높을 듯! 🎁 리워드 15 WEMIX x 1000명 📌 참가 방법 1) 5 WCD 이상 발행하고 3주 유지하기 ( WCD 발행"
2023-07-26,TABI,,에드작,,,,,,"🔥 TABI 에어드랍 받기 ✍️ TABI 란? - 게임플레이, NFT로 WEB2 <-> WEB3 연결 - 바낸랩스 지원 및 VC로부터 10M 달러 자금 조달 - 얼리어답터에게 에어드랍 예정 🟢 참여방법 1. 공식 홈페이지 접속 2. 지갑 연결 후 미션 진행 3. 갤럭시 OAT 받기 - OAT 1 | OAT 2 ps. 귀찮긴 함 #TABI #NFT"
2023-07-26,,,에드작,,,,,,✅ Bi.social 본인지갑에 에드완료. 확인결과 코인에드들어왔습니다 거래소 떡상기원 ✅하는방법 1️⃣사이트접속 2️⃣지갑연결 3️⃣Claim클릭 4️⃣Check Your Token클릭 5️⃣그림참조하여 테넷수동추가 6️⃣수량확인 7️⃣완료
2023-07-26,,,에드작,,,,,,✅ Supra 포인트적립가능.추후에드예정 12번째미션추가됨 ✅하는방법 블로그참조 / 영상참조 1️⃣사이트접속 2️⃣지갑연결 3️⃣상단미션클릭 4️⃣간단미션하기 5️⃣완료 ✅미션답: D/D/C/A/C/E/A/A/D/A/B
2023-07-26,,,에드작,,,,,,"✅ Trait Sniper 지갑/트위터 연동하기 및 트윗하기 퀘스트 - 홈페이지 접속하게 되면 트위터연결, 지갑연결 퀘스트가 있음. 그거 하고 트위터 쓰면 에드를 추가로 더해주는거 같음. ‼️ 트윗쓰는게 총 9개 정도 되는데 한 5개 연속으로 쓰니까 트위터 정지먹음 조심해서 해야할듯. 📌 홈페이지링크 (레퍼럴있음) 📌 관련트윗링크"
2023-07-27,NFT,,에드작,,,,,,"Linea에 영혼 갈아넣은 사람들 모여라 Linea Network의 DEX 플랫폼인 Linea Swap에서 Linea Voyage 보유자에게 NFT 보유량에 따라 Galxe 포인트를 적립할 수 있는 이벤트를 진행중입니다. Galxe 포인트에 따라 $LIN을 에어드랍 해준다고 하는데, $LIN은 이미 HorizonDEX에 상장되어 있습니다. 만약 1 POIN"
2023-07-27,,,에드작,,,,,,🪙 아캄 유저네임 클레임 가능 어이없는 방식으로 에어드랍 줬던 악함이라 계정 있으신 분들은 유저네임 정도는 딸깍 얻어 놓으시면 될 것 같습니다!
2023-07-27,DMS,,에드작,,,,,,"🗳 조라 네트워크 에어드랍 조라 가이드 (ㅈㅅ) DMS 버전 가이드: 클릭 차히키 버전 가이드: 클릭 코인베이스가 약점이라도 잡혔는지, 모든 시리즈에 돈을 부어넣은 조라의 에어드랍 가이드를 공유드립니다. 제가 따로 작성하기 보단 먼저 해주신 분이 있어서 링크로 전달! 둘다 퀄리티가 좋으니 참고하시면 좋을것 같습니다!"
2023-07-28,AI,,에드작,,,,,,📣 NFPrompt 중요공지! Maestro 롤의 상한선을 300 ➡️ 400으로 증가. ✔️ Maestro 롤 은 점수만 다되면 줫지만 롤부여 인원이 정해져 있어 커트라인 상승시킴 ‼️ 추후 400포인트 컷도 사람 더많아지면 500으로 올릴예정이라고함. ✔️ 현재 AI 그림 제작도 - 기존 10개까지 포인트획득가능 ➡️ 5개로 낮아짐 ✔️ 팀피셜 Maes
2023-07-28,NFT,,에드작,,,,,,"⚡️ Zora Airdrop? Zora는 NFT 생성 플랫폼이며 Coinbase Ventures, Haun, Paradigm, Kindred Ventures 등의 VC로부터 $60M 투자를 받았습니다 ✔️ 최근 Zora의 Terms of Service 가 업데이트 되었습니다. Terms of Service / Rewards Programs 에서 Airdro"
2023-07-28,OVER,,에드작,,,,,,[ 에어드랍 양봉업자 조일현님의 일현일현 ] Dmail Supra OVER Nfprompt Tabi ambient 폴리곤이점영지케디뷔엠사가퀘스트 (1) 꺾이지마라..
2023-07-28,DMS,,에드작,,,,,,"🔍 숙제가 하루에 백만개씩 늘어나는 시장. 해볼만한 숙제는? Ambient Finance, Debank 안녕하세요 학식입니다. 현재 에어드랍 시장은 과포화상태라고 봐도 무방한데요, 그중에서 제가 하고있는 숙제에 관해 포스팅 해볼까 합니다. ➡️ Ambient Finance Ambient Finance는 출시 초반부터 계속 유동성 공급중입니다. 지금은 유니스"
2023-07-28,DMS,,에드작,,,,,,"해볼만한 에드작 2가지 : Ambient Finance, Debank - DMS 채널이 정리한 가이드(+ 유트로, 코같투) - 츄린이 유튜브 가이드"
2023-07-28,HAMA,,에드작,,,,,,✅ $HAMA 밈코인 에드신청 ( 트위터블루 대상 ) 중국친구가 출시하는 밈코같은데 트위터블루계정한테만 에드해준다고 합니다. ⚠️ 밈코종특답게 알려진 정보가 아무것도 없으니 하실분들은 꼭 버너지갑 사용하세요! 이 글은 투자권유글이 아닙니다. DYOR필수! 1️⃣ 이 게시물 본인 이더주소와 함께 리트윗 2️⃣ 구글폼 작성 이벤트기간:  ~ 07.29 21:0
2023-07-28,,,에드작,,,,,,아캄을 통해 아직 에어드랍 파밍 시장은 열려있다는 것을 알 수 있다. 해당 인플루언서가 지켜보는 에어드랍 4개 입니다. ㆍSWELL - 링크 ㆍVRTX - 링크 ㆍMRGN - 링크 ㆍzkSync - 링크 👉스레드 읽기 저도 최대한 노력하겠습니다. 게임이든 툴이든 뭐든 괜찮아 보이는건 올려보도록 하겠습니다. #에어드랍
2023-07-28,DFK,,에드작,,,,,,📣 레이어제로 트젝 막바지인 사람들을 위한 팁. 👀 다들 트젝 다찍고 가끔 10kdrop 보면서 랭킹 검색해보고 점점 뒤로 밀리는 본인의 계정을 보고 손톱 물어 뜯고 있을것이라 생각함. ✔️ 우린 그래서 소스체인 5개를 추가 할 예정. - Gnosis / Canto / OKExChain / Moonriver / DFK (디파이킹덤) - 소모비용 $4 예상 
2023-07-29,USDC,,에드작,,,,,,😎 PancakeSwap on zkSync 🪙 🔥 숙제 링크 ➡️ 클릭 🔥 Pancake Swap에  zkSync 네트워크 추가 되면서 Layer3에 퀘스트가 추가되었네용 🔥 에드 있다는 두개 콤보세트니까 해두기! 🔥 2번째 숙제 내용: ETH 나 USDC $20 이상 브릿지 태워서 zkSync 에 보낸적있으면 그냥 통과 🔥 3번째 숙제 내용: Pancak
2023-07-29,,,에드작,,,,,,✅ Plexus 이미 에드헌터들은 포인트적립중 트윗/디코연동시 추가포인트지급 8월말종료. 포인트연동코인에드예상 거래소 상장가능성 높음 ✅하는방법 1️⃣사이트접속 2️⃣지갑연결 3️⃣상단Leaderboard클릭 4️⃣본인포인트체크 5️⃣스왑거래하기 6️⃣포인트가이드내역참조 7️⃣완료
2023-07-29,BAPPEBTI,Bithumb,에드작,,,,,,🎁 Everscale BAPPEBTI 화이트리스트 등록 기념 에어드랍 이벤트 인도네시아 금융감독기관 BAPPEBTI에서 에버스케일 화이트리스트 에 공식으로 등록 되면서 인도네시아 소재 암호화폐 거래소에 에버스케일 페어가 활성화 됩니다 🥳 🇮🇩 인도네시아는 전세계적으로 암호화폐 자산 보유 인구 1위를 기록 할 정도로 높은 관심도를 보이고 있습니다! 🎁 이벤트
2023-07-29,SUPRA,,에드작,,,,,,"[SUPRA ORCALE 10분컷 에드작 - 천년에 프로젝트(21)] https://blog.naver.com/mp2015/223168814453 <준비물> 이메일, 신분증, 스마트폰 <방법> 1. 접속 후 회원가입 (링크) - 제퍼럴입니다 감사합니다! 2. 로그인 후 Sign Up 선택 3. Verify Email 선택해서 인증 4. KYC 등록하기 (신"
2023-07-29,NFT,Gate,에드작,,,,,,📌 소스체인 추가하기 후기. - 4가지중 Gnosis 만 추가되는듯. 10kdrop 나 copilot 에서. - 그래서 눈에 보이는 랭킹을 원하시는분들은 Gnosis 만 하셔도 될것같음. - 랭킹체킹 사이트에서 지원되는체인은 최대 8개뿐인듯 - 본인은 그래도 계속 저방법으로 4체인 추가할 예정. 📌 레이어제로 트젝작업용 통계 ✅ Layerzero 지갑은 총
2023-07-29,OG,,에드작,,,1.0,,,🔥 Zada Finance - 테스트넷 에어드랍 작업 및 OG롤 따기. ⚡️ 현재 테스트넷 사용자에게 총 초큰 공급량의 1%를 에어드랍 으로 제공약속. ⚡️ Zada는 Scroll에 구축된 DEX - Scroll은 8월말 메인넷 출시 예정 이므로 작업하는 것이 좋아보입니다. ➡️ 홈페이지 접속( 링크 ) ➡️ 지갑 연결 ‼️ 혹시나 스크롤 테스트넷이 없다면
2023-07-30,TS,,에드작,,,,,,📌 개인적인DYOR 한 주 돌아보기 요약본 ✔️ TraitSniper 밈코인 에어드랍 받기 ( 링크 ) -에어드랍기준은 트워터들의 팔로워 수에 따라 분배 된다고 함. - 개인당 최대 $1000불 /초기 시총 $1M/ $TS 토큰 - 구글폼 접수시 추가 물량있다고함( 링크 ) - 홈페이지 연결하기( 링크 ) ✔️ Smart Token Labs - 얼리 엑세스
2023-07-30,ECHO,,에드작,,,,,,"📕 EchoDEX 🔎 Linea 기반의 첫번째 DEX인 ECHO 입니다. 현재 Taskon 과 협업하여 총 20,000개의 WL 를 제공하며, 추후 에어드랍을 제공할수도 있으니, 한번 해두시는걸 추천드립니다 아울러 Linea 메인넷은 1~2주 안에 런칭이 됩니다 🗓 기간 : 7/22일 오후 7시 ✅ 참여방법 - TaskOn #숙제"
2023-07-30,NASA,,에드작,,,,,,"✅ $NASA 밈코인 에드신청 티커대로 우주탐사(?) 하는 컨셉의 밈코인인 것 같은데 아비트럼기반으로 8월 출시예정이라고 하네요. 사실 7월초부터 활동해오며 별다른 관심을 받지는 못했으나 트위터블루가 두번먹여준시점에서는 해볼만하지않나싶네요. 📌신청방법 일단 트위터블루 or 팔로워500명이상 이어야 신청가능합니다. 1️⃣ NASA트위터 팔로우 2️⃣ "" $N"
2023-07-31,RV,,에드작,,,,,,"🏦 Debank 글 계속 쓰면, 계정과 RV 키울 수 있을까? 해당 글 보러가기: 클릭 심심할 때마다 RV나 쌓아보려고 디뱅크에 글을 꾸준히 쓰고 있는데, 굳이 텔레그램에 홍보를 안해도 양질의 컨텐츠를 쌓으면 자연스레 팔로우랑 RV가 증가하는 것을 확인할 수 있었습니다. RV는 주로 내 글을 읽는 사람들의 지갑에 잔고 가치로 측정이 되는데, 이를 통해서 봇"
2023-07-31,RV,,에드작,,,,,,🏦 어제 디뱅크 리워드풀 꿀팁 후기 및 Q&A - 뽑기통 씨뿌리니 다음날 $6 들어옴 - 실제로 출금해서 돈으로 쓸 수도 있음. - 저는 그냥 제 글에 리워드 풀 넣기로 씀 - 이렇게 공짜로 RV 채굴 높이기 할 수 있음. - RV는 실제 돈을 주지 않음. 글 자체의 가치 척도 - 저는 이 RV가 에드 가산점 있을거라 생각 - 그래서 돈 캐서 리워드 풀에 
2023-07-31,RARE,,에드작,,,,,,"⚔️ 오늘 뜻밖의 용돈 룩손 카드깡 에픽 얼마전 영상에서 에드작 가이드로도 얘기했던 룩손, 어느정도 랭킹에 들면 카드깡 기회 주는데, 오늘 에픽 나왔네요. 시장에서 거의 20~25만원 정도에 판매 가능. 이게 돈이 되네..나머지 나온 레어도 1-2만원 선이라 주간 보상 받은거로 30만원 겟. 플레이어가 엄청 많진 않지만, 상위권 애들이 경쟁하기 때문에 RA"
2023-07-31,OVER,,에드작,,,,,,"모바일 Over Wallet 출시, 미션 참여를 통해 $OVER (포인트) 획득 가능 과거 비슷한 에어드랍 사례로 톡큰도 1껄넘게 먹여줬었기 때문에 간단하게 1분 투자해보시길! https://mobile-link.over.network/XXU3"
2023-08-01,DTR,,에드작,,,,,,"📕[리마인드] DTR & CYCON 에어드랍 이벤트 아직 마감 안됐다네요! 간단한 참여로, 2만원 득 가능이니 쌀먹러 분들은 참고! 1️⃣ 메타콘 월렛 설치- 휴대폰 인증하기 *보상: 선착순 3만명 10 DTR와 650 CYCON (2만원 상당) 2️⃣ 메타콘 월렛 친구초대 코드를 활용 친구초대 *보상: 10명에게 총 3600만원 상당의 코인 지급 초대코드"
2023-08-01,,,에드작,,,,,,테스트넷 1개로 2개의 에어드랍 이중 셀레스티아는 유망하다고 소문난 코인 👉스레드 읽기 #셀레스티아
2023-08-01,BEG,,에드작,,,,,,"📣 $BEG Airdrop 이벤트 ✔️ 공급량 총 1000만개 ✔️ 자격 : Base is for Builders NFT 보유자 ✔️ 참가방법 - BeagleSwap 팔로우 , BeagleTribe 팔로우 - 게시물 좋아요, 리트윗 - 디스코드가입 - 구글폼작성 ✔️ 단 NFT 미보유자시 민팅링크 ( 링크 ) - 단 BASE 메인넷이며 민팅비 무료 ‼️ 최"
2023-08-01,ZECREY,Binance,기타,,,,,,📌 ZECREY LABS 숙제 하기 ✔️ ZECREY LABS의 경우 - 바이낸스 랩스 $6M 리드투자 - 스파르탄 그룹/시마 캐피탈 등에서 $4M - 총 $11.5M 투자유치 ✔️ 현재 GALXE 에서 숙제가능 기간은 7/25 ~ 8/8 일까지 - 소모비용 $2~3 언저리 - 본인 베네핏이 공개된것이 없어서 1계정만 진행함. ‼️ 현재 OAT에 관한 배네
2023-08-01,NFT,Gate,기타,,,,,,"🔥 Layer Zero 대장정 복기하기. ✔️ 본인은  3월 부터 시작한듯. 시작은 조일현님의 레이어제로 부수기 보며 시작( 블로그링크 ) ‼️ 꿀팁 매우 많은 블로그 입니다. ✔️ 레이어제로 트잭하며 처음 veSTG 25개로 맞췃으나 왠지 스테이킹 많이하면 많이 받을것 같아서 100개로 맞추게됨. 3계정. ✔️ NFT 브릿징을 준비하게됨, 당시 고수분들은"
2023-08-01,,,에드작,,,,,,🔥 YumYumToken 밈코 에드받기 ✔️ 팔로워 보니 42k 좀치는듯 (중국밈코인듯) ✔️ 간단한 트윗 팔로우/리트윗/텔방/디스코드 참가 후 구글폼으로 메마 지갑주소 내면 끝인듯. 📌 디스코드링크 📌 구글폼접수 📌 공식트위터 📌 관련미디엄
2023-08-01,NFT,Binance,에드작,,,,,,"바이낸스 상장(런치풀) 앞두고 알아보는 sei  프로젝트 7선 1. sparrowswap Sei Native DEX. Swap. Farm. Stake NFT 홀더 디스코드 Role 획득 가능. 2. Eclipse Fi Cosmos 생태계와 Sei Network의 런치패드로 출시 모델은 IDO 및 경매와 락드롭, LBP 및 LBA 등이 포함되며 유동성 부스트"
2023-08-01,AI,,에드작,,,,,,"Aethir 게임&AI 타겟 탈중앙 클라우드 인프라 두번의 투자라운드에서 프레임워크, 해시키, 메릿써클, 애니모카 등 참여했고 꽤 괜찮은 밸류에이션으로 펀딩받았음. 디코를 스윽 둘러보니 커뮤니티는 아주 오랫동안 방치되어있다가 이제 본격적으로 뭔가 하려고 하는 낌새가 있는 걸 보아하니 이제 프로덕트 개발 어느정도 끝난거같음. 작년말에 에어드랍 프로그램 & 얼"
2023-08-02,TS,,에드작,,,,,,⁉️ $TS 에어드랍 클레임안되시는 분들 이렇게 해보세요! 1️⃣ 트레잇스나이퍼 사이트(레퍼럴) 들어가서 지갑연결! 2️⃣상단의 Home 클릭! 3️⃣스크롤 내려서 Claim Influence Airdrop의 활성화된 Claim Airdrop 클릭! 여기서 시도하니까 되네요!!!
2023-08-02,,,에드작,,,,,,"점프 팀원들이 빌딩하고 드래곤플라이 리드로 총 1900만달러를 투자받은 Monad 관련 포스팅을 작성했습니다. 에어드랍 토큰노믹스 발표 후, 다계정 에드헌터들의 놀이터가 된 샤디움보다는 모나드 에어드랍이 맛있지 않을까 하네요. 👉 Monad 블로그 포스팅 바로가기"
2023-08-02,CVTX,,에드작,,,,,,"⚡️ 고팍스 캐리버스 에어드랍 이벤트 하바/밀로 만큼은 아니지만 최소 족발 이상 획득할 수 있는 혜자 이벤트 같네요. 거래량 이벤트 제외하고는 기존/신규 모두 비용 거의 없이 참여 가능합니다. * 이벤트 1 - 거래량 이벤트 일별 거래 기여도에 따라 매일 20,000 CVTX 차등 지급 * 이벤트 2 - 랜덤 운빨 이벤트 기존 10명, 신규 10명 추첨하여"
2023-08-02,DLP,,에드작,,,,,,"📶 라디언트에 DLP 넣으신 분들 아비트럼 에어드랍 받는지 확인하셔유~늦게 넣으신 분들은 없지만, 이전부터 넣으신 분들은 받으실듯! 링크: https://app.radiant.capital/#/arb-airdrop"
2023-08-02,,,상장분석,,,,,,📶 알파스캔 상장 이번주 금요일 새벽 세시 수명 살살 녹는다..
2023-08-02,MBTI,Gate,상장분석,,,,,,"🌠 누리토피아 플랫폼 공식 런칭기념 %100K 체험 이벤트 💎 Nuritopia Quest 이벤트 - 보상 : 총 100K$ 상당의 토큰 - 기간 : 2023.08.01 ~ 2023.08.31 *토큰은 현재 gate, bitmart상장 (개당 20KRW) 📌 이벤트  참여 방법 - 구글스토어 및 앱스토어에서 Nuritopia 설치 후 가입 -  4개의 Qu"
