symbol,exchange,date,listing_type,market_cap_usd,top_exchange,top_exchange_tier,deposit_krw,volume_5m_krw,volume_1m_krw,turnover_ratio,max_premium_pct,premium_at_5m_pct,supply_label,hedge_type,dex_liquidity_usd,hot_wallet_usd,network_chain,network_speed_min,withdrawal_open,airdrop_claim_rate,prev_listing_result,market_condition,result_label,result_notes
IRYS,Upbit,2025-12-07,TGE,,,,,,,,10,,smooth,cex_futures,,,,,,,,neutral,흥따리,"IRYS
근래 있었던 빗썸 흥따리 시리즈 중 하나입니다
- 현선보다는 생따리 잘 쌌으면 10퍼대 수익도 볼 수 있었습니다
개인적으로 PIEVERSE - XION - IRYS를 거치면서 업비트 해킹사태가 터진 해당 기간동안 빗썸 생따리에 더 적극적으로 베팅하게 된 계기가 되었던 따리였던 것 같네요
며칠 좀 바깥 싸돌아댕기느라 늦었네요
앞으로 남은 BOB, T"
"TRAC, BOB",Upbit,2025-12-09,SIDE,,,,,,,,6,,constrained,cex_futures,,,,,,,,neutral,흥따리,"BOB, TRAC
업비트 해킹기간동안 빗썸 흥따리 마지막 불꽃편입니다
지난 IRYS처럼 BOB랑 TRAC도 둘다 코베픽인 개잡코 상장이었습니다
- 앞선 PIEVERSE-XION-IRYS와 비슷하게 BOB-TRAC도 현선보다는 생따리가 best였습니다
BOB - 저시총 / TRAC - 헷징못함 등의 특징점도 꼽아볼 수 있겠습니다
최근에 따리웨옹고수인
피카님
"
SAPIEN,Upbit,2025-12-10,,,,,,,,,3,,,cex_futures,,,,,,,,neutral,흥따리,"SAPIEN
무난
- 상장공지빔 이후 눌리면서 박스권 형성했을 때 잘 담아서 생따했으면 best
- 현선은 펀비탐 이후 잘 잡아서 플레이했으면 2~3퍼대
개인적으로 PIEVERSE-XION-IRYS-BOB-TRAC의 과도한 빗썸 흥따리 기조를 온건하게 끝내준듯
계속 흥따리라 한번 2~30% 맞으면서 크게 부러지는거 감수하고  무지성 생따리를 계속갈겼는데, "
WET,Upbit,2025-12-17,DIRECT,,,,,,,,8,,smooth,cex_futures,,,,,,,,neutral,흥따리,"WET
흥따리
- 근 2주 반만의 업비트 상장
- 빗썸 입금량 집계 중 신메타 시작
- 생따리(Best)
- dex에서 빨리 긁었으면 평단 아주 좋게 가져갈 수 있었음
- 현선도 괜찮은 수익
- dex 잘 긁었으면 역현선도 가능했음
- 선선
- 상장 이후 8퍼대갭까지 있었는데, 펀비타임 이후에 잡든 잘 잡아서 플레이했으면 3%대 가량 빨 수 있었음
- 빗썸"
DEXE,Bithumb,2025-12-20,DIRECT,,,,1500000000,,,,,,,cex_futures,,,,,,,,neutral,흥따리,"DEXE
노잼 따리
- 현선 0퍼대
- 상장공지 후 초반 생매수 / 생따리시 약이득
- 입금액 15~16억 가량
크게 첨언할 것도 없는 흔한 빗썸 개잡코 상장이었습니다
위에 적은 3줄 정도만 알고 넘어가시면 될 것 같습니다
이전 빗썸 흥따리 시기처럼 한번 흥따리가 터져주기전까지는 참여하지 않거나/사이즈를 줄여서 참여하고 있습니다
노션 복기
⤵
$DEXE 상"
YB,Bithumb,2025-12-26,DIRECT,,,,,500000000.0,,,30,,smooth,cex_futures,,,,,,,,neutral,흥따리,"YB
도움반 치곤 흥따리
- 생따리
- 거래 시작 후 (~1분) 거래량 5억 가량
- 초반에 매집했다면 괜찮은 수익
-
핵심)
빗썸 상장 감지 알림
- 상장 감지빔으로 빗썸에서 미친듯이 상승하기 시작
- 바이낸스과 단순 갭 30퍼대 후반까지 벌어짐
- 입금 완료까지 대략 10분 소요
- 후발주자(~15:01/02...) 물량까지 소화 후 마무리
도움반 상장"
ZKP,Upbit,2025-12-28,,,,,,,,,6,,smooth,cex_futures,,,,,,,,neutral,대흥따리,"ZKP
흥따리
- 생따리/후따리
- 초반 퍼포먼스: 빗썸 » 업비트
- 후반 퍼포먼스: 업비트 » 빗썸
- 업비트 후펌이 오랫동안 유지해줘서 타이밍 맞게 잘보냈으면 후따리 2바퀴도 먹었을듯
- 현선
- 빗썸 공지때 잡았으면 best
- 업비트 후펌으로 다시 튐
- 선선은 다소 독통이었음
오랜만에 대흥따리였네요
다만 후펌 후따리 먹겠다고 까불다가 다 타이밍을"
XAUT,Upbit,2026-01-03,SIDE,,,,,,,,0.3,,smooth,cex_futures,,,,,,,,neutral,망따리,"XAUT
2026 첫 상장
- 금몽현
- 굳이 안봤어도 무방
- 이것저것 다 떼고 잘 팔았으면 0.3퍼 정도 건졌을 듯
- 역프 좀 끼면 사볼까 대기했는데 별로 안 껴서 그냥 관망함
쓸 거리도 없어서 그냥 안쓰려다가 그래도 새해 첫 상장이니까 기록만 해뒀어요
이전 PAXG 생각도 나서 사실 기대 안했고 업비트로 밀고 들어간 물량 매도세로 역프 끼면 좀 주워"
BREV,Upbit,2026-01-08,TGE,,,,,,,,10,,constrained,cex_futures,,,,,,,,neutral,대흥따리,"BREV
대흥따리
- 생따리 (Best)
- 상장 공지 ~ 무호흡 상승
- 거래 시작 후 후펌도 강하게 줌
- 후따리는 불가
- 현선
- ~10퍼대 현선까지
- 빗썸 상장 공지 후, 업비트 입출막 완료 공지 이후 현선 다져졌을 때 잡았으면 best
- 바낸따리
- 역시 나쁘지 않았음
TGE 바낸 직상장, 코베 등 메이저 CEX를 다 뚫은 Brevis의 업빗"
ELSA,Upbit,2026-01-24,TGE,,,,,,,,,,constrained,cex_futures,,,,,,,,neutral,망따리,"ELSA
망따리(for me)
- 생따리
- 당시 헷징 가능한 거래소(멕빙쿠+아스터)가 특수반 거래소만 존재 + 현선 등으로 잡기 힘들었음
- 저시총/개잡코/업비트에 들어올만한 물량 등등 고려해 저시총 crime 기대하고 공지 직후 바로 탑승 (손실)
- 팀 매도 물량 이후 상장 직전에 샀으면 이득
- 후따리
- 상장 후 갭 자체는 컸고, 바낸/바빗 선물도"
